Position;Business Name;Address;Phone Number;Email;Website;Category
472;FALCON spol. s r.o.;Komenského 1216/27, 90201 Pezinok;421911650748;;;Obchodná činnosť
473;biGG s. r. o.;Kuzmányho 698/14, 90201 Pezinok;421948772251;http://www.bigg.sk;http://www.bigg.sk;Internet - webdizajn
474;Jaroslav Šabacký;Svätoplukova 2657/10, 90201 Pezinok;421911410577;;;Sprostredkovateľské služby
475;demistav, spol. s r.o.;Holubyho 107/28, 90201 Pezinok;421903710390;;;Marketing - poradenstvo
476;RETECOM, s. r. o.;Drevárska 1649/23, 90201 Pezinok;421902121698;;;Náradie a nástroje
477;UVOK, s.r.o.;dona Sandtnera 7, 90201 Pezinok;421904256677;;;Drevené výrobky
478;Mária Dikyová;Svätoplukova 2666/2, 90201 Pezinok;421903214893;;;Obchodná činnosť
479;DARPOL, s.r.o.;Glejovka 1352/1, 90203 Pezinok;421905546500;drevoexpres@gmail.com;;Drevené výrobky
480;Gamison s. r. o.;Trnavská 2318/65, 90201 Pezinok;421907535987;;;Podnikateľské poradenstvo
481;PAXI s.r.o.;Holubyho 69/45, 90201 Pezinok;421917601318;http://www.paxi.sk;http://www.paxi.sk;Svietidlá , osvetlenie
482;E2G spol s.r.o.;Banícka 2148/62, 90201 Pezinok;421948248443;;;Obchodná činnosť
483;Vladimír Šebej;Bernolákova 1522/83, 90201 Pezinok;421948326043;;;Sprostredkovateľské služby
484;Peter Ševčík;Bystrická 2486/30, 90201 Pezinok;421907709481;;;Fotografické práce
485;ABE s.r.o.;Kamenice 5422/11, 90201 Pezinok;421908943311;;;Obchodná činnosť
486;Bohumil Federl;Kuzmányho 714/46, 90201 Pezinok;421903373835;federl.b@azet.sk;;Inštalatéri
487;3a media;Bystrická 2486/30, 90201 Pezinok;421907709481;info@3amedia.eu;http://www.3amedia.eu;Fotografické práce
488;NetCore, s.r.o.;Glejovka 1352/1, 90203 Pezinok;421911644440;;;Sprostredkovateľské služby
489;AVELP s. r. o.;Cajlanská 1883/231, 90201 Pezinok;421911181119;;;Bistrá , bufety
490;PLAJA, s.r.o.;Moyzesova 1684/42, 90201 Pezinok;421903404868;;;Obchodná činnosť
491;Daniela Budinská;Trnavská 2292/49, 90201 Pezinok;421908526348;;;Inžinierska činnosť
492;Dana Strnisková;Kučišfdorská dolina 7, 90201 Pezinok;421949434555;dada@strnisko.sk;;Ubytovanie v súkromí
493;Kintlerová Jana;Nálepkova 2329/9, 90201 Pezinok;421903237179;;;Sprostredkovateľské služby
494;Roman Balco;Rulandská 2570/8, 90201 Pezinok;421903245661;;;Kachliari , kachle
495;Abestway9.sk;Holubyho 70/47, 90201 Pezinok;421949809146;;;E-shopy
496;Waltari spol. s r.o.;Drevárska 1649/23, 90201 Pezinok;421903259552;;;Podnikateľské poradenstvo
497;Martin Knapcok;Muškátova 2563/2, 90201 Pezinok;421911146275;;;Športové školy
498;CESARE, s.r.o.;Kollárova 129/6, 90201 Pezinok;421903458253;;;Podnikateľské poradenstvo
499;Jozef Kalianko;Sládkovičova 1133/37, 90201 Pezinok;421903207483;;;Obchodná činnosť
500;NAUTIVIA, s.r.o.;Cajlanská 1776/11, 90201 Pezinok;421948111061;http://www.nautivia.sk;http://www.nautivia.sk;Poradenstvo , poradne
501;Oľga Ďurecová;Dobšinského 975/22, 90201 Pezinok;421903933332;;;Marketing - poradenstvo
502;GaiaHemp s.r.o.;Šenkvická cesta 1 /A, 90201 Pezinok;421908522665;gaiahemp.sk@gmail.com;https://www.gaiahemp.sk;E-shopy
503;MÓKOS FRANTIŠEK;Svätoplukova 2671/1, 90201 Pezinok;421903426229;;;Kľúče a zámky
504;SIMEO, s.r.o.;Hviezdoslavova 546/14, 90201 Pezinok;421948369966;;;E-shopy
505;Ondrej Hlubík;Svätoplukova 2671/1, 90201 Pezinok;421903929243;;;Obchodná činnosť
506;Ružek Ladislav;Sládkovičova 1129/29, 90201 Pezinok;421904672846;;;Zemné práce
507;Turner s. r. o.;Jesenského 277/4, 90201 Pezinok;421910993998;;;Ubytovne , ubytovanie
508;Fansmedia s. r. o.;L. Novomeského 2729, 90201 Pezinok;421905745941;https://autofans.joj.sk;https://autofans.joj.sk;Automobily - služby
509;JazykOnline, s.r.o.;Gorkého 2674/12, 90201 Pezinok;421903685281;http://www.jazykonline.sk;http://www.jazykonline.sk;Kurzy a školenia
510;JUSTIČNÁ AKADÉMIA;Suvorovova 1665/5, 90201 Pezinok;421336903303;http://www.ja-sr.sk;http://www.ja-sr.sk;Kurzy a školenia
511;Patrik Miškovský;Cajlanská 1793/45, 90201 Pezinok;421911430404;;;Zemné práce
512;Language Bistro;M. R. Štefánika 6, 90201 Pezinok;421948112580;office@languagebistro.sk;http://www.languagebistro.sk;Bistrá , bufety
513;Peter Bauml;Hroznová 4727/15, 90201 Pezinok;421948365034;;;Obchodná činnosť
514;REYA s. r. o.;Bratislavská 214/28, 90201 Pezinok;421903714760;;;Obchodná činnosť
515;Viliam Pertl;Svätoplukova 2666/2, 90201 Pezinok;421904630831;;;Podnikateľské poradenstvo
516;SACHER, spol. s r.o.;Muškátova 1669/7, 90201 Pezinok;421910925111;;;Sprostredkovateľské služby
517;Kravarčik Jaroslav;Ľ. Rajtera 48, 90201 Pezinok;421903570428;;;Kurzy a školenia
518;LITEKO, s.r.o.;Šancová 1093/4, 90201 Pezinok;421335321652;;;Obchodná činnosť
519;RSB s.r.o.;Mierová 1748/4, 90201 Pezinok;421336432946;info@rsb.sk;http://rsb.sk/;Internet - pripojenie
520;Jaroslav Riegl;Bystrická 2477/12, 90201 Pezinok;421904722826;;;Obchodná činnosť
521;TK Groupe a.s.;Viničnianska cesta 15, 90201 Pezinok;421336404716;info@tkgroupe.com;http://www.tkgroupe.com;Developerská činnosť
522;KONÍČEK;Jesenského 279/8, 90201 Pezinok;421336412367;konicek@konicek.sk;http://www.konicek.sk;Reštaurácie
523;CASTAGNOLA MÁRIA;Kamenice 54, 90201 Pezinok;421336451006;;;Obchodná činnosť
524;HAMBÁLKOVÁ DANA;Holubyho 28, 90201 Pezinok;421336414149;;;Obchodná činnosť
525;VINÁRNIČKA ŠČEPÁN;Jesenského 2, 90201 Pezinok;421903843986;;;Vinárstvo a sadovníctvo
526;TRIFKOVČ SINIŠA;Holubyho 51, 90201 Pezinok;421336412207;;;Sprostredkovateľské služby
527;JAKT s.r.o.;Na Bielenisku 4, 90201 Pezinok;421336496868;;;Svietidlá , osvetlenie
528;Halong - Ázijské Bistro;Kolárova 11, Pezinok;http://www.halong.sk;;http://www.halong.sk;Bistrá , bufety
529;VM TEAM;Trnková 6, 90203 Pezinok;421336404341;;;Inštalatéri
530;Lasperk.eu;Obrancov mieru 2502/44, 90201 Pezinok;421949264490;http://www.lasperk.eu;http://www.lasperk.eu;E-shopy
531;MATP s.r.o.;Šenkvická cesta 2166/1, 90201 Pezinok;421336452322;;;Rýchle občerstvenie
532;Nina Pesslová;L. Novomeského 2756/46, 90201 Pezinok;421911441105;;;Sprostredkovateľské služby
533;Itali.sk;Radničné námestie 41/9, 90201 Pezinok;421902908908;http://www.itali.sk;http://www.itali.sk;E-shopy
534;BEDENT s.r.o.;Ľ. Rajtera 5755/19, 90201 Pezinok;421948030312;;;Obchodná činnosť
535;Alena Maťasová FLOWER LIFE;Svätoplukova 43, 90201 Pezinok;421905962800;;;Kvetinárstvo
536;LUKAS - Linda Juricová Dostálová;Muškátova 45, 90201 Pezinok;421903959278;;;Masáže
537;SIRENGRAPH, s. r. o.;L. Novomeského 2733/26, 90201 Pezinok;421910335265;http://www.sirengraph.sk;http://www.sirengraph.sk;Grafici - dizajnéri
538;AB Audit & Consulting, s. r. o.;Hroznová 15, 90201 Pezinok;421903433996;;;Účtovníctvo
539;Martina Strapáková;M. R. Štefánika 34/28, 90201 Pezinok;421903432502;;;Sprostredkovateľské služby
540;Martin Zvonár;Obrancov mieru 2499/38, 90201 Pezinok;421948333414;;;Fotografické práce
541;Dana Šindlerová MICHAELA;Holubyho 59/25, 90201 Pezinok;danasindlerova@gmail.com;danasindlerova@gmail.com;;Pizzerie
542;Strážay Ľubomír;1. Mája 2676/45, 90201 Pezinok;421948911511;;;Obchodná činnosť
543;Hudčeková Iveta;Dr. Bokesa 2686/1, 90201 Pezinok;421903687006;;;Ekonomické poradenstvo
544;JAMAREL spol. s r. o.;1. Mája 2590/41, 90201 Pezinok;421949423616;;;Poľnohospodárske služby
545;Mário Bureš;1. Mája 2598/43, 90201 Pezinok;421903206599;;;Inštalatéri
546;BRUNOVSKÝ s.r.o.;Za koníčkom 1343/11, 90201 Pezinok;421911477778;;;Obchodná činnosť
547;Jana Klamová;L. Novomeského 2717/30, 90201 Pezinok;421904426863;;;Obchodná činnosť
548;JURKOVIČ IGOR;Glejovka 1352/1, 90203 Pezinok;421336412631;;;Obchodná činnosť
549;JOGISE s.r.o.;M.R.Štefánika 2, 90201 Pezinok;421336464335;;;Svietidlá , osvetlenie
550;LINTAX s.r.o.;Bratislavská 199/87, 90201 Pezinok;421336405066;;;Ekonomické poradenstvo
551;ABORA, s.r.o.;Nová 4126/7, 90203 Pezinok;421336403734;;;Poradenstvo , poradne
552;KORA MÓDA;Kamenice 4576/2, 90201 Pezinok;421336477021;;;Obchodná činnosť
553;Polcstershop.sk;Dobšinského 986/44, 90201 Pezinok;421534427251;http://www.polcstershop.sk;http://www.polcstershop.sk;Športové potreby
554;eko mony Monika Nogová;Cajlanská 1913/16, 90201 Pezinok;421904565841;;;Účtovníctvo
555;EKO TRANS - Jozef Gregor;Bernolákova 1562/56, 90201 Pezinok;421907770537;;;Odpad
556;FIRMA DEALER - ELEKTRO - PREDAJŇA;Bratislavská 228/56, 90201 Pezinok;;;;Elektronika
557;DREVOVÝROBA Fraňo Jozef, Ing.;Cajlanská 1940/70, 90201 Pezinok;421336422541;;;Stolári
558;SATO spol. s r.o.;Banícka 50, 90201 Pezinok;421944151616;info@big-shop.sk;http://BIG-Shop.sk;E-shopy
559;Martina Zacharová - ECONOMY OFFICE;Mýtna 1172/39, 90201 Pezinok;421911064591;;;Účtovníctvo
560;FOREST SERVIS Jurovčík Ondrej;Lesnícka 1619/1, 90201 Pezinok;421335586586;http://www.jurovcik.sk;http://www.jurovcik.sk;Lesníctvo
561;DEKOR - ART - Silvia Rybárová;Hrnčiarska 428/2, 90201 Pezinok;421948444636;;;Obklady
562;MS Stolárstvo - Martin Ondrovič;Cajlanská 1866/197, 90201 Pezinok;421903976077;;;Stolári
563;Boris Juráš Cibulový porcelán;Suvorovova 1639/38, 90201 Pezinok;421903450681;;;Porcelán
564;DAUMA s.r.o.;Za dráhou 21, 90201 Pezinok;421948056962;info@dauma.sk;http://www.dauma.sk;Reklama - distribúcia
565;PM CARS Plus s.r.o.;Šenkvická cesta 14, 90201 Pezinok;421905566681;matuskovic@stonline.sk;http://www.pm-cars.sk;Autobazáre
566;Mgr. Martina Noskovičová - NELLY;Cajlanská 2012/212, 90201 Pezinok;421948006816;;;Mediátori
567;Salon Eva;Holubyho 37, 90201 Pezinok;421904615571;saloneva@azet.sk;;Služby občanom
568;PIZZERIA ITALIA, s.r.o.;1. Mája 1727/13, 90201 Pezinok;421336414012;;;Pizzerie
569;KOALDER - Ing. Alena Košťálová;Švermova 2411/19, 90201 Pezinok;421903743211;;;Účtovníctvo
570;BELIMEX, s.r.o.;Bratislavská 195/79, 90201 Pezinok;421336423290;info@belimex.sk;http://www.belimex.sk;Knihy - distribúcia
571;Šipoš Martin, Ing. arch.;Mladoboleslavská 1112/1, 90201 Pezinok;421903757165;;;Interiéry
572;Ľudovít Slimák - ŠOK PRODUCTION;Bratislavská 246/92, 90201 Pezinok;421905239409;;;Maloobchod
573;GEMMA STUDIO;Holubyho 107/28, 90201 Pezinok;;;;Kurzy a školenia
574;Zdražil Branislav MUDr.;Hollého 1078/2, 90201 Pezinok;421336412444;;;Chirurgia
575;ALKA TRACKT, s.r.o.;Mýtna 1715/52, 90201 Pezinok;421336403347;http://www.alkatrackt.sk;http://www.alkatrackt.sk;Pneuservisy
576;ATHEA s.r.o.;Šenkvická cesta 14/H, 90201 Pezinok;421336401490;;;Obchodné spoločnosti
577;ISA Schwimbersky Slovakia s.r.o.;Šenkvická 7, 90201 Pezinok;421336454513;;;Kaviarne
578;LUXERA s.r.o.;Šenkvická cesta 2811/7, 90201 Pezinok;421336411147;luxera-lighting@luxera-lighting.com;http://www.luxera-lighting.com;Svietidlá , osvetlenie
579;VIA IURIS;Radničné Námestie 45/3, 90201 Pezinok;421336412575;http://www.viaiuris.sk;http://www.viaiuris.sk;Právne poradenstvo
580;Prima banka Slovensko, a.s. - bankomat;M. R. Štefánika 22/6, 90201 Pezinok;421415111111;info@primabanka.sk;https://www.primabanka.sk;Bankomaty
581;Hajasová Kováriková Mariana, zmrzlina;M. R. Štefánika 39/38, 90201 Pezinok;421911214151;;;Zmrzlina
582;Klaudia Hržičová Hinková - CARDINAL;Radničné námestie 41/9, 90201 Pezinok;421915394215;http://www.cardinal.sk;http://www.cardinal.sk;Autoškoly
583;Zuzana Tordayová - Salón Zuzana;L. Novomeského 2689/5, 90201 Pezinok;421903925707;;;Manikúra
584;Marián Bolgáč - Kvety Barbora;1. Mája 2676/45, 90201 Pezinok;421903896643;;;Kvetinárstvo
585;Environmentálny inštitút o.z.;Radničné námestie 53/1, 90201 Pezinok;421917480272;http://www.enviroinstitut.sk;http://www.enviroinstitut.sk;Odpad
586;BLAS - Ing. Ľudovít Lezo;L. Novomeského 2696/9, 90201 Pezinok;421903416071;;;Účtovníctvo
587;MESTSKÁ VINOTÉKA Hanúsková Anna;Radničné námestie 41/9, 90201 Pezinok;421907593294;aha@vinoteka-pezinok.sk;http://www.vinoteka-pezinok.sk;Vinotéky
588;Farmár & Majster;Šenkvická cesta 12/D, 90201 Pezinok;421944717044;http://www.farmar-majster.sk;http://www.farmar-majster.sk;Záhradkárske potreby
589;SK Credit s.r.o.;F.P. Drobišteva 2389, 90201 Pezinok;421903707889;http://www.skcredit.sk;http://www.skcredit.sk;Pôžičky
590;Lekáreň PRI ZÁMOCKOM PARKU;Mladoboleslavská 1139/7, 90201 Pezinok;421911959005;lekaren.pezinok@gmail.com;http://www.vaselekarne.sk;Lekárne
591;Pekáreň BAGETA;Myslenická 2/C, 90201 Pezinok;421332312329;bageta@bageta.eu;http://www.bageta.eu;Pekárne , pekárstvo
592;G3P, s.r.o.;Nová 4126/7, 90203 Pezinok;421948478780;;;Obchodná činnosť
593;REINO s. r. o.;Liesková 5049/4, 90201 Pezinok;421948054903;;;Obchodná činnosť
594;PLASTEXPO, s.r.o.;Myslenická 3001/1, 90201 Pezinok;421911742030;;;Obrábanie plastov
595;Jozef Návratek;Myslenická 3022/43, 90203 Pezinok;421903271264;;;Obchodná činnosť
596;ALEGO, s.r.o.;Myslenická 3178/98, 90203 Pezinok;421948160425;;;Obchodná činnosť
597;Dušan Zedníček;Myslenická 3050/103, 90203 Pezinok;421903023751;;;Dekoratéri , dekorácie
598;Prima banka Slovensko, a.s. - bankomat;Holubyho 28, 90201 Pezinok;421415111111;info@primabanka.sk;http://www.ocplus.sk/obchod-Prima-Banka-Bankomat,31.html#abecedne,31;Bankomaty
599;Graber s.r.o.;Sládkovičova 22, 90201 Pezinok;421911788501;zemnepracegraber@gmail.com;http://www.lacnevykopoveprace.sk;Stavebné nástroje
600;OTP Banka Slovensko, a.s. - bankomat;Holubyho 50/7, 90201 Pezinok;850111222;info@otpbanka.sk;http://www.otpbank.sk;Bankomaty
601;TOREA;Kollárova 132/12, 90201 Pezinok;421336407900;torea@torea-reality.com;http://www.torea-reality.com;Realitné kancelárie
602;Xdrive s.r.o.;Mýtna 52, 90201 Pezinok;421904318319;info@x-drive.sk;http://x-drive.sk;Automobily - služby
603;OTP Banka Slovensko, a.s. - bankomat;Holubyho 107/28, 90201 Pezinok;850111222;info@otpbanka.sk;http://www.otpbank.sk;Bankomaty
604;HopiMesto.sk;Šenkvická cesta 12/D, 90201 Pezinok;421904420790;http://www.hopimesto.sk;http://www.hopimesto.sk;Voľný čas
605;SNG – galéria insitného umenia;Cajlanská 255, 90201 Pezinok;421336404035;pezinok@sng.sk;http://www.sng.sk;Galérie
606;NELLY- čiapky, klobúky, doplnky;Myslenická 2/C, 90201 Pezinok;http://www.molo.sk/obchod/38-nelly-ciapky-klobuky-doplnky;;http://www.molo.sk/obchod/38-nelly-ciapky-klobuky-doplnky;Klobúky
607;TOP AUTO Peter Šafár;Myslenická 3, 90203 Pezinok;421336423134;http://www.autobazarsafar.sk;http://www.autobazarsafar.sk;Autobazáre
608;Hromníková Daniela MOTEL na vrchu;Na Babe, 90201 Pezinok;;;;Motoresty
609;PKN - pivnica ktorá neexistuje;Radničné námestie 1, 90201 Pezinok;421949586997;palo141888@gmail.com;;Vinárne
610;HELLAS rámovanie;Myslenická 2/C, 90201 Pezinok;421903790857;http://www.molo.sk/obchod/52-hellas-ramovanie;http://www.molo.sk/obchod/52-hellas-ramovanie;Rámovanie , rámy
611;MARŠO - KOZUBY - PRIESTOROVÉ KLENBY;Štúrova 3500/49, 90203 Pezinok;;;;Kozuby
612;KVETY SLNEČNICA - Havrlentová Jana;Myslenická 3001/1, 90201 Pezinok;421918481933;;;Kvetinárstvo
613;PRIMA - Ing. Emília Ježíková;Hečkova 3401/5, 90203 Pezinok;421904312375;;;Účtovníctvo
614;Pavol Krasňanský - P-K;Železničná 3459/22, 90203 Pezinok;421903378886;;;Stolári
615;SITORIGHT FINANCE, s.r.o.;1. Mája 1735/29/A, 90201 Pezinok;421905922222;http://www.sitoright.sk;http://www.sitoright.sk;Pôžičky
616;Štúdio Tina;Holubyho 28, 90201 Pezinok;421907480305;tina-1@azet.sk;http://www.ocplus.sk/obchod-Studio-Tina,67.html#abecedne,67;Salóny krásy
617;MUCHA s.r.o.;Hviezdoslavova 516/29, 90201 Pezinok;421903588688;ekasa@cashier.sk;http://cashier.sk;Priamy predaj
618;METALÍZA s.r.o. - pieskovanie a metalizácia;Limbašská cesta 3216/3, 90203 Pezinok;421336422818;;;Kovovýroba
619;Martin Návratek - elektrikár;Myslenická 3022/43, 90203 Pezinok;421902401777;joggyno.1@azet.sk;;Elektrikári
620;VŠEOBECNÁ ÚVEROVÁ BANKA a.s. VÚB;M. R. Štefánika 14, 90201 Pezinok;850123000;pezinok@vub.sk;http://www.vub.sk;Banky
621;VAZOL spol. s.r.o.;Myslenická 3135/2/A, 90203 Pezinok;421908729870;;;Pekárne , pekárstvo
622;JA & ON;Bratislavská 227/54, 90201 Pezinok;421336411343;jaaon@jaaon.sk;;Náradie a nástroje
623;Salón BRIGITA;M. R. Štefánika 19, 90201 Pezinok;421905591652;;;Kozmetické salóny
624;ZLATNÍCTVO ZAFÍR;Holubyho 86/79, 90201 Pezinok;421336413565;zlatnictvozafir@mail.t-com.sk;;Klenoty , šperky
625;AeroDesign, s.r.o.;L. Novomeského 2706/6, 90201 Pezinok;421918164024;info@aerodesign.sk;http://www.aerodesign.sk;Modelárstvo , modely
626;LEKÁREŇ PETRA - FARM s.r.o.;Hollého 1078/2, 90201 Pezinok;421336413928;;;Lekárne
627;M a M coorp. s. r. o.;Trnavská 1691/9, 90201 Pezinok;421905718467;mamcoorp@next-com.sk;http://www.mamcoorp.sk;Práčky
628;Elterm, s.r.o.;Bratislavská 199/87, 90201 Pezinok;421336422539;elterm@elterm.sk;http://www.elterm.sk;Kúrenie
629;PEDAL - Predaj a servis bicyklov;Št. Polkorába 1109/7, 90201 Pezinok;421910676482;pedal@pedal.sk;http://www.pedal.sk/;Bicykle
630;Kredy guitars - Ľubomír Šujan;Suvorovova 1629/20, 90201 Pezinok;421915462648;info@kredyguitars.eu;http://www.kredyguitars.eu;Hudobniny
631;Lumturi s.r.o.;Viničnianska cesta 11, 90201 Pezinok;421915727828;info@lumturistainless.com;http://lumturistainless.com;Kovový tovar
632;BOAN pneu s.r.o.;Vajanského 597/8, 90201 Pezinok;421336461964;boan@boan.sk;http://www.boan.sk;Pneuservisy
633;Madžo Ján, Ing. - HADICE - SERVIS;Bratislavská cesta 79, Pezinok;421336425555;hadice@hadice.sk;http://www.hadice.sk;Hadice
634;Marrci - doplnky a kabelky;Suvorova, Pezinok;421915422819;m.sujanova@hotmail.com;http://www.marrci.sk;Módny tovar
635;Life-Med Clinic, s.r.o.;Kollárova 1, 90201 Pezinok;421902944483;lse03pl@gmail.com;http://www.lse.sk;Lekári
636;Ratanový nábytok TOM-line;Mýtna 42, 90201 Pezinok;421905500013;tom-line@tom-line.sk;http://tom-line.sk;Nábytok
637;Československá obchodná banka, a.s. - ČSOB;M. R. Štefánika 20, 90201 Pezinok;421259668844;https://www.csob.sk;https://www.csob.sk;Banky
638;DREVOMARKET;Viničianska 7, Pezinok;421336414223;http://www.drevomarket.sk;http://www.drevomarket.sk;Drevo , drevené obklady
639;KAAT – atelier architektury a designu;Moyzesova 1666/4/A, 90201 Pezinok;421336403914;ka@kaat.sk;http://www.kaat.sk;Architekti
640;VINOTECH s. r. o.;Holubyho 27, 90201 Pezinok;421987654321;vinotech@vinotech.sk;http://www.vinotech.sk;Vinárstvo a sadovníctvo
641;Perfect Beauty;Holubyho 82/71, 90201 Pezinok;421948844488;http://perfectbeauty.sk;http://perfectbeauty.sk;Salóny krásy
642;PETMAS spol. s r.o.;Šenkvická cesta 2162/12, 90201 Pezinok;421911230331;petmas@stonline.sk;;Technické služby
643;Blue IT;F. P. Drobiševa 30, 90201 Pezinok;421917557584;info@blueit.sk;http://www.blueit.sk;Informačné systémy
644;Pretty Line;Holubyho 107/28, 90201 Pezinok;421949680800;prettyline@prettyline.sk;http://www.prettyline.sk;Salóny krásy
645;WildTattoo;Moyzesova 1677/18, 90201 Pezinok;421904833672;wildtattoo@wildtattoo.sk;http://www.tetovanie-pezinok.sk/;Tetovanie , piercing
646;MALOKARPATSKÉ MÚZEUM;M. R. Štefánika 4, 90201 Pezinok;421336413347;muzeumpezinok@stonline.sk;http://www.muzeumpezinok.sk;Múzeá
647;Mobile English;Kupeckého 4, 90201 Pezinok;421948222190;bratislava@mobileenglish.sk;http://www.mobileenglish.sk;Jazykové školy
648;Galéria Prokop;Potočná 5, 90201 Pezinok;421915815712;natprokop@gmail.com;;Výstavy a veľtrhy
649;NikiTravel s.r.o.;Za dráhou 21, 90201 Pezinok;421902775577;doprava@nikitravel.sk;http://www.nikitravel.sk;Autobusová doprava
650;Lekáreň APOTHEKE - U TIGRA;Moyzesova 4, 90201 Pezinok;421905325884;moymedica@apothekeslovakia.sk;http://www.apothekeslovakia.sk;Lekárne
651;Masáže Bubble - Jana Fleischhackerová;Šenkvická cesta 14N, 90201 Pezinok;421902444664;janka@masazebubble.sk;http://masazebubble.sk;Masáže
652;Pekáreň Bageta;Obchodná 4679/16, 90201 Pezinok;421336413314;bageta@bageta.eu;http://www.bageta.eu;Pekárne , pekárstvo
653;Pekáreň BAGETA;M. R. Štefánika 24/10, 90201 Pezinok;421336413314;horinka@bageta.eu;http://www.bageta.eu;Pekárne , pekárstvo
654;MARKÍZY - GRÉTA;M. R. Štefánika 24/10, 90201 Pezinok;421903444283;milansimovic@rsb.sk;;Rolety , markízy
655;PEKÁREŇ ČASTÁ;L. Novomeského 2700/17, 90201 Pezinok;421917247532;pekarencasta@stonline.sk;http://www.pekarencasta.sk;Pekárne , pekárstvo
656;PEKÁREŇ ČASTÁ;Radničné Námestie 41/9, 90201 Pezinok;421918622653;pekarencasta@stonline.sk;http://www.pekarencasta.sk;Pekárne , pekárstvo
657;dm drogerie markt;Myslenická 4440/2B, 902 01 Pezinok;421333260519;zakaznik@mojadm.sk;https://www.mojadm.sk/store/b0cj/pezinok/myslenicka-4440-2b;Drogérie
658;dm drogerie markt;OC Plus, Holubyho 28, 902 01 Pezinok;421333260510;zakaznik@mojadm.sk;https://www.mojadm.sk/store/b060/pezinok/oc-plus-holubyho-28;Drogérie
659;dm drogerie markt;Šenkvická cesta 4572/12E, 902 01 Pezinok;421333260523;zakaznik@mojadm.sk;https://www.mojadm.sk/store/b0e9/pezinok/senkvicka-cesta-4572-12e;Drogérie
660;LB SERVIS SK s.r.o.;Hečkova 1, 90203 Pezinok;421336452111;lbservis@lbservis.sk;http://www.lbservis.sk;Obaly
661;METEXO;Holubyho 28, 90201 Pezinok;421948159585;metexo@metexo-interier.sk;http://metexo-interier.sk;Záclony a dekoračné látky
662;TIFFI;Holubyho 28, 90201 Pezinok;421949756070;gasparovichova@gmail.com;http://www.ocplus.sk/obchod-TIFFI,52.html#abecedne,52;Odevy , detské
663;DASTRA kožená galantéria;Holubyho 28, 90201 Pezinok;421905268369;dastra@dastra.sk;http://www.dastra.sk;Kožená galantéria
664;AZ Domáce potreby;Holubyho 28, 90201 Pezinok;421336414415;mo15@slovanet.sk;http://a-z.sk;Domáce potreby
665;ASIA fast food;Holubyho 28, 90201 Pezinok;421949560645;http://ocplus.sk/obchod-ASIA-FAST-FOOD,47.html#abecedne,47;http://ocplus.sk/obchod-ASIA-FAST-FOOD,47.html#abecedne,47;Rýchle občerstvenie
666;Trafika Fant;Holubyho 28, 90201 Pezinok;421336475640;hlavinap@gmail.com;http://www.ocplus.sk/obchod-Trafika-Fant,1.html#abecedne,1;Trafiky
667;Papaničky od babičky;Holubyho 28, 90201 Pezinok;421948017102;http://www.ocplus.sk/obchod-Papanicky-od-babicky,46.html#abecedne,46;http://www.ocplus.sk/obchod-Papanicky-od-babicky,46.html#abecedne,46;Rýchle občerstvenie
668;CAPITOL, a.s.;Holubyho 71, 90201 Pezinok;421903444594;;;Poistenie - sprostredkovatelia , poradenstvo
669;Reštaurácia REZIDENT;Moyzesova 16, 90201 Pezinok;421336408070;rezident@rezident.sk;http://www.rezident.sk;Reštaurácie
670;LIMEZ;Holubyho 103/20, 90201 Pezinok;textil ,;doplnky;;Odevy , textil , doplnky
671;ZÁHRADNÉ ŠTÚDIO, s. r. o.;Zámocká, 90201 Pezinok;421903427337;;;Záhradníctvo
672;CAPITOL, a.s.;Moyzesova 1676/16, 90201 Pezinok;421336413460;;;Poistenie - sprostredkovatelia , poradenstvo
673;Zaťko Milan, Ing.;Pezinok 16, 90201 Pezinok;421907742617;;;Inžinierska činnosť
674;ODEMAT, s.r.o.;Štefánikova 24, Pezinok;421336412314;doplnky;;Odevy , textil , doplnky
675;PEZINSKÉ KULTÚRNE CENTRUM;Holubyho 114/42, 90201 Pezinok;421336412093;info@kcpezinok.sk;http://www.kcpezinok.sk/;Kultúrne strediská
676;ASAP s.r.o.;Moyzesova 1653/1, 90201 Pezinok;421336408470;;;Realitné kancelárie
677;REŠTAURÁCIA SURÍNI;Bernolákova 1580/92, 90201 Pezinok;;;;Reštaurácie
678;Opatrovanie doma JOY;Veltlínska 2, 90201 Pezinok;421944912668;http://www.opatrovaniedomajoy.sk;http://www.opatrovaniedomajoy.sk;Opatrovateľská služba
679;Krátky Robert - EDUŠO;Markušova 15, 90201 Pezinok;421336405010;edusopezinok@zoznam.sk;http://www.oblozenemisypezinok.sk;Rýchle občerstvenie
680;MEPOS, s.r.o.;Panholec 2167/1, 90201 Pezinok;421903501147;;;Realitné kancelárie
681;Margita Nogová;Suvorovova 2625/44, 90201 Pezinok;421903795608;;;Projektanti , projektovanie
682;Rastislav Procházka;Rulandská 2555/2, 90201 Pezinok;421903422851;rprochazka@zoznam.sk;http://www.ustredne-kurenie.sk;Projektanti , projektovanie
683;TOTALELEKTRO;Radničné námestie 41/9, 90201 Pezinok;421911800100;;;Elektrické spotrebiče
684;Milan Gaštan;Svätoplukova 2668/5, 90201 Pezinok;421903638785;;;Automobily - servisy
685;SONVER s.r.o.;Kollárova 134/16, 90201 Pezinok;421905617564;;;Projektanti , projektovanie
